id,pubyear,titles,author,affiliated,wos_total,journal,issns,eissns
WOS:000344056400005,2014,Calcific Aortic Valve Disease A Consensus Summary From the Alliance of Investigators on Calcific Aortic Valve Disease,"Hofmann-Bowman, Marion A.|Giachelli, Cecilia M.|Body, Simon C.|Rogers, Melissa B.|Demer, Linda L.|Sadeghi, Mehran M.|Yutzey, Katherine E.|Towler, Dwight A.|Huggins, Gordon S.|Aikawa, Elena|Mortlock, Douglas P.",Harvard Univ|VA Connecticut Healthcare Syst|Yale Univ|Yale Univ|Rutgers NJ Med Sch|Vanderbilt Univ|Univ Chicago|Univ Washington|Sanford Burnham Med Res Ctr|Tufts Univ|Tufts Med Ctr|Brigham & Womens Hosp|Univ Calif Los Angeles|Univ Calif Los Angeles|Univ Calif Los Angeles|Cincinnati Childrens Hosp Med Ctr,37,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000344078200041,2014,Aging Delays Resolution of Acute Inflammation in Mice: Reprogramming the Host Response with Novel Nano-Proresolving Medicines,"Shinohara, Masakazu|Arnardottir, Hildur H.|Dalli, Jesmond|Colas, Romain A.|Serhan, Charles N.",Harvard Univ|Brigham & Womens Hosp,30,JOURNAL OF IMMUNOLOGY,0022-1767,1550-6606
WOS:000344131600004,2014,Mesodermal expression of integrin alpha 5 beta 1 regulates neural crest development and cardiovascular morphogenesis,"Mittal, Ashok|Liang, Dong|Wang, Xia|Dhiman, Sonam|Hou, Shuan-Yu|Degenhardt, Karl|Astrof, Sophie",Univ Penn|Thomas Jefferson Univ,8,DEVELOPMENTAL BIOLOGY,0012-1606,1095-564X
WOS:000344141000020,2014,Transforming Growth Factor beta 1 (TGF-beta 1) Enhances Expression of Profibrotic Genes through a Novel Signaling Cascade and MicroRNAs in Renal Mesangial Cells,"Castro, Nancy E.|Kato, Mitsuo|Park, Jung Tak|Natarajan, Rama",Yonsei Univ|City Hope Natl Med Ctr|City Hope Natl Med Ctr|City Hope Natl Med Ctr,33,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000344150100007,2014,"Ellagic Acid Inhibits VEGF/VEGFR2, PI3K/Akt and MAPK Signaling Cascades in the Hamster Cheek Pouch Carcinogenesis Model","Kesavan, Rushendhiran|Vankudavath, Raju Naik|Reddy, Geereddy Bhanuprakash|Dixit, Madhulika|Nagini, Siddavaram|Kowshika, Jaganathan|Giri, Hemant|Kishore, Tanagala Kranthi Kiran",Natl Inst Nutr|Natl Inst Nutr|Indian Inst Technol|Annamalai Univ,18,ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY,1871-5206,1875-5992
WOS:000344157400001,2014,Neoatherosclerosis: Another Consequence of Endothelial Dysfunction?,"Leopold, Jane A.",Harvard Univ|Brigham & Womens Hosp,3,CIRCULATION-CARDIOVASCULAR INTERVENTIONS,1941-7640,1941-7632
WOS:000344202800032,2014,Caveolae in ventricular myocytes are required for stretch-dependent conduction slowing,"McNall, K.|Tan, J.|Omens, J. H.|Stowe, J. C.|Edwards, A. G.|Wright, A. T.|Niesman, I.|Patel, H. H.|Pfeiffer, E. R.|Roth, D. M.|McCulloch, A. D.",Univ Calif San Diego|Univ Calif San Diego|VA San Diego Healthcare Syst|Univ Calif San Diego,10,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000344203300026,2014,VEGF-C and aortic cardiomyocytes guide coronary artery stem development,"Alitalo, Kari|Red-Horse, Kristy|Wu, Joseph C.|Zhou, Bin|Tian, Xueying|Churko, Jared|Raftrey, Brian|McKay, Andrew S.|Saharinen, Pipsa|Kivela, Riikka|Numi, Harri|Poduri, Aruna|Chen, Heidi I.",Chinese Acad Sci|Stanford Univ|Univ Helsinki|Univ Helsinki|Stanford Univ,19,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000344351500022,2014,RNF213 Rare Variants in an Ethnically Diverse Population With Moyamoya Disease,"Grotta, James C.|Wang, Gao T.|Flynn, Kelly|Guo, Dongchuan|Regalado, Ellen S.|Steinberg, Gary K.|Shendure, Jay|Bamshad, Michael J.|Milewicz, Dianna M.|Pannu, Hariyadarshi|Ren, Zhao|Cecchi, Alana C.|Nickerson, Deborah A.|Santos-Cortez, Regie Lyn P.|Leal, Suzanne M.",Mem Hermann Hosp|Stanford Univ|Univ Washington|Univ Washington|Baylor Coll Med|Univ Texas Hlth Sci Ctr Houston,36,STROKE,0039-2499,1524-4628
WOS:000344370800044,2014,Using Markov State Models to Develop a Mechanistic Understanding of Protein Kinase A Regulatory Subunit RI alpha Activation in Response to cAMP Binding,"Taylor, Susan S.|McCulloch, Andrew D.|Boras, Britton W.|Kornev, Alexandr",Univ Calif San Diego|Univ Calif San Diego|Univ Calif San Diego|Univ Calif San Diego,7,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000344394700008,2014,Decreased BMP2 signal in GIT1 knockout mice slows bone healing,"Zhou, Wei|Sheu, T. J.|Xie, Chao|Fan, Jin|Yin, Guoyong|Berk, Bradford C.|Zhou, Hao|Zuscik, Michael J.",Univ Rochester|Univ Rochester|Nanjing Med Univ|Univ Rochester,7,MOLECULAR AND CELLULAR BIOCHEMISTRY,0300-8177,1573-4919
WOS:000344440200010,2014,Phagocyte-myocyte interactions and consequences during hypoxic wound healing,"Rhee, Ki-Jong|Hudson, Barry|DeBerge, Matthew|Zhang, Shuang|Thorp, Edward B.|Dehn, Shirley",Northwestern Univ|Northwestern Univ,3,CELLULAR IMMUNOLOGY,0008-8749,1090-2163
WOS:000344484300013,2014,Regenerative Cell and Tissue-based Therapies for Pulmonary Arterial Hypertension,"Suen, Colin M.|Stewart, Duncan J.|Foster, William S.",Univ Ottawa|Ottawa Hosp,10,CANADIAN JOURNAL OF CARDIOLOGY,0828-282X,1916-7075
WOS:000344521300010,2014,Fibroblast Growth Factor Signaling Affects Vascular Outgrowth and Is Required for the Maintenance of Blood Vessel Integrity,"Tembuyser, Bieke|Zhang, Jie|Claes, Filip|Lenard, Anna|De Smet, Frederik|Affolter, Markus|Bono, Francoise|Carmeliet, Peter|Dewerchin, Mieke|Herbert, Jean-Marc|Van Schepdael, Ann|Michielsen, Christof",Sanofi Rech|Sanofi Rech|Katholieke Univ Leuven|Univ Basel|Katholieke Univ Leuven|VIB,9,CHEMISTRY & BIOLOGY,1074-5521,1879-1301
WOS:000344521700004,2014,Stealing VEGF from Thy Neighbor,"Domigan, Courtney K.|Iruela-Arispe, M. Luisa",Univ Calif Los Angeles,4,CELL,0092-8674,1097-4172
WOS:000344548800005,2014,Neutrophil Crawling in Capillaries; A Novel Immune Response to Staphylococcus aureus,"Kubes, Paul|Harding, Mark Geoffrey|Conly, John|Zhang, Kunyan",Univ Calgary|Univ Calgary|Univ Calgary|Univ Calgary|Univ Calgary|Univ Calgary,14,PLOS PATHOGENS,1553-7366,1553-7374
WOS:000344556300001,2012,Extracellular Matrix Components in the Pathogenesis of Type 1 Diabetes,"Korpos, Eva|Bogdani, Marika|Wight, Thomas N.|Sorokin, Lydia|Simeonovic, Charmaine J.|Parish, Christopher R.",Australian Natl Univ|Australian Natl Univ|Univ Munster|Benaroya Res Inst,15,CURRENT DIABETES REPORTS,1534-4827,1539-0829
WOS:000344568600014,2014,Urinary TIMP-1 and MMP-2 levels detect the presence of pancreatic malignancies,"Kulke, M.|Wischhusen, J.|Zurakowski, D.|Roy, R.|Hooshmand, S.|Frauenhoffer, C.|Moses, M. A.",Dana Farber Canc Inst|Boston Childrens Hosp|Boston Childrens Hosp|Boston Childrens Hosp,16,BRITISH JOURNAL OF CANCER,0007-0920,1532-1827
WOS:000344646900001,2014,Fluid Mechanical Forces and Endothelial Mitochondria: A Bioengineering Perspective,"Nair, Devi M.|Crestanello, Juan A.|Scheitlin, Christopher G.|Zweier, Jay L.|Alevriadou, B. Rita",Ohio State Univ|Ohio State Univ|Ohio State Univ|Ohio State Univ|Ohio State Univ,6,CELLULAR AND MOLECULAR BIOENGINEERING,1865-5025,1865-5033
WOS:000344656400011,2014,Decreased serum osmolality promotes ductus arteriosus constriction,"Sato, Motohiko|Yokoyama, Utako|Aoki, Rika|Ishikawa, Yoshihiro|Yokota, Shumpei|Seki, Kazuo|Nishimaki, Shigeru|Iwasaki, Shiho|Masuda, Munetaka|Asou, Toshihide|Minamisawa, Susumu|Ichikawa, Yasuhiro|Okumura, Satoshi|Fujita, Takayuki|Umemura, Masanari|Fujita, Shujiro|Yanai, Chiharu|Ishiwata, Ryo|Kumagaya, Shun|Taguri, Masataka",Yokohama City Univ|Kanagawa Childrens Med Ctr|Jikei Univ|Aichi Med Univ|Tsurumi Univ|Waseda Univ|Yokohama City Univ|Yokohama City Univ|Yokohama City Univ,2,CARDIOVASCULAR RESEARCH,0008-6363,1755-3245
WOS:000344717000008,2014,Regulation of bone and skeletal development by the SHP-2 protein tyrosine phosphatase,"Kim, Harry K. W.|King, Philip D.|Kamiya, Nobuhiro",Tenri Univ|Univ Michigan|Univ Texas SW Med Ctr Dallas|Texas Scottish Rite Hosp Children,3,BONE,8756-3282,1873-2763
WOS:000344724300012,2014,Osteoclast progenitors promote bone vascularization and osteogenesis,"Adams, Ralf H.|Kusumbe, Anjali P.",Univ Munster|Univ Munster,5,NATURE MEDICINE,1078-8956,1546-170X
WOS:000344724300021,2014,Megakaryocytes regulate hematopoietic stem cell quiescence through CXCL4 secretion,"Scheiermann, Christoph|Bruns, Ingmar|Bergman, Aviv|Poncz, Mortimer|Schiff, Lauren|Kunisaki, Yuya|Lambert, Michele P.|Ahmed, Jalal|Pinho, Sandra|Lucas, Daniel|Frenette, Paul S.",Albert Einstein Coll Med|Albert Einstein Coll Med|Univ Penn|Mt Sinai Sch Med|Albert Einstein Coll Med|Univ Dusseldorf|Albert Einstein Coll Med,114,NATURE MEDICINE,1078-8956,1546-170X
WOS:000344729500013,2014,Erythropoietin increases bioavailability of tetrahydrobiopterin and protects cerebral microvasculature against oxidative stress induced by eNOS uncoupling,"d'Uscio, Livius V.|Santhanam, Anantha Vijay R.|Katusic, Zvonimir S.",Mayo Clin|Mayo Clin|Mayo Clin,8,JOURNAL OF NEUROCHEMISTRY,0022-3042,1471-4159
WOS:000344750700010,2014,Molecular imaging of plaque vulnerability,"Vashist, Aseem|Tavakoli, Sina|Sadeghi, Mehran M.",VA Connecticut Healthcare Syst|Yale Univ|Yale Univ|Univ Connecticut|Univ Texas Hlth Sci Ctr San Antonio,17,JOURNAL OF NUCLEAR CARDIOLOGY,1071-3581,1532-6551
WOS:000344847800001,2014,Angiogenesis revisited - role and therapeutic potential of targeting endothelial metabolism,"Moens, Stijn|Wang, Xingwu|Stapor, Peter|Carmeliet, Peter|Goveia, Jermaine",Katholieke Univ Leuven|VIB,23,JOURNAL OF CELL SCIENCE,0021-9533,1477-9137
WOS:000344847800017,2014,KIF13B regulates angiogenesis through Golgi to plasma membrane trafficking of VEGFR2,"Geyer, Melissa|Komarova, Yulia|Ushio-Fukai, Masuko|Yamada, Kaori H.|Wary, Kishore K.|Nakajima, Yuki|Malik, Asrar B.",Univ Illinois|Univ Illinois,9,JOURNAL OF CELL SCIENCE,0021-9533,1477-9137
WOS:000344977000016,2014,Allosteric targeting of receptor tyrosine kinases,"Carmeliet, Peter|Christopoulos, Arthur|De Smet, Frederik",VIB|Univ Leuven|Monash Univ|Monash Univ|Flanders Inst Biotechnol VIB|Univ Leuven,21,NATURE BIOTECHNOLOGY,1087-0156,1546-1696
WOS:000344977000018,2014,A bioinspired omniphobic surface coating on medical devices prevents thrombosis and biofouling,"Waterhouse, Anna|Leslie, Daniel C.|Berthet, Julia B.|Valentin, Thomas M.|Watters, Alexander L.|Jain, Abhishek|Kim, Philseok|Hatton, Benjamin D.|Nedder, Arthur|Donovan, Kathryn|Super, Elana H.|Howell, Caitlin|Johnson, Christopher P.|Vu, Thy L.|Bolgen, Dana E.|Rifai, Sami|Hansen, Anne R.|Aizenberg, Michael|Super, Michael|Aizenberg, Joanna|Ingber, Donald E.",Harvard Univ|Boston Childrens Hosp|Boston Childrens Hosp|Boston Childrens Hosp|Harvard Univ|Harvard Univ|Harvard Univ,120,NATURE BIOTECHNOLOGY,1087-0156,1546-1696
WOS:000344990000012,2014,Inhibition of atherosclerosis-promoting microRNAs via targeted polyelectrolyte complex micelles,"Fang, Yun|Tirrell, Matthew|Getz, Godfrey S.|Sontag, Timothy J.|Kuo, Cheng-Hsiang|Huang, Ru-Ting|Chung, Eun Ji|Leon, Lorraine|Reardon, Catherine A.",Univ Chicago|Argonne Natl Lab|Univ Chicago|Univ Chicago,23,JOURNAL OF MATERIALS CHEMISTRY B,2050-750X,2050-7518
WOS:000344995300003,2014,"Connecting the dots-Establishing causality between chronic stress, depression, and cardiovascular disease","DiVincenzo, Lola|Perera, Vidushani|Reber, Megan|Chilian, William M.",Northeastern Ohio Univ Coll Med & Pharm,1,JOURNAL OF APPLIED PHYSIOLOGY,8750-7587,1522-1601
WOS:000345029600009,2014,The sinus venosus contributes to coronary vasculature through VEGFC-stimulated angiogenesis,"Jacobs, Andrew H.|Numi, Harri J.|Kivela, Riikka|Sharma, Bikram|Akerberg, Brynn N.|Mckay, Andrew S.|Bogard, Patrick E.|Chang, Andrew H.|Red-Horse, Kristy|Alitalo, Kari|Saharinen, Pipsa|Chen, Heidi I.|Stankunas, Kryn|Aghajanian, Haig|Epstein, Jonathan A.",Stanford Univ|Ariosa Diagnost Inc|Univ Penn|Univ Penn|Univ Helsinki|Univ Helsinki|Univ Oregon|Stanford Univ,36,DEVELOPMENT,0950-1991,1477-9129
WOS:000345083500001,2013,Mendelian Forms of Structural Cardiovascular Disease,"MacRae, Calum A.",Brigham & Womens Hosp,0,CURRENT CARDIOLOGY REPORTS,1523-3782,1534-3170
WOS:000345132600097,2014,Targeted imaging of matrix metalloproteinase activity in the evaluation of remodeling tissue-engineered vascular grafts implanted in a growing lamb model,"Breuer, Christopher K.|Stacy, Mitchel R.|Naito, Yuji|Maxfield, Mark W.|Kurobe, Hirotsugu|Tara, Shuhei|Chan, Chung|Rocco, Kevin A.|Shinoka, Toshiharu|Sinusas, Albert J.",Nationwide Childrens Hosp|Univ Calif San Francisco|Yale Univ,1,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,0022-5223,1097-685X
WOS:000345182800011,2014,Copper binding affinity of the C2B domain of synaptotagmin-1 and its potential role in the nonclassical secretion of acidic fibroblast growth factor,"Daily, Anna|Rajalingam, Dakshinamurthy|Kathir, Karuppanan Muthusamy|Jayanthi, Srinivas|Rutherford, Lindsay|Chandrashekar, Reena|Adams, Paul|Prudovsky, Igor|Kumar, Thallapuranam Krishnaswamy Suresh|Thurman, Ryan|Furr, Mercede",Maine Med Ctr|Univ Arkansas,1,BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,1570-9639,0006-3002
WOS:000345205200006,2014,In Vivo Applications of Electrospun Tissue-Engineered Vascular Grafts: A Review,"Maxfield, Mark W.|Breuer, Christopher K.|Dean, Ethan W.|Best, Cameron A.|Rocco, Kevin A.",Nationwide Childrens Hosp|Yale Univ|Yale Univ,33,TISSUE ENGINEERING PART B-REVIEWS,1937-3368,1937-3376
WOS:000345234400011,2014,REGULATION OF ENDOTHELIAL CELL INFLAMMATION AND LUNG POLYMORPHONUCLEAR LYMPHOCYTE INFILTRATION BY TRANSGLUTAMINASE 2,"Bijli, Kaiser M.|Kanter, Bryce G.|Fazal, Fabeha|Rahman, Arshad|Xu, Lei|Leonard, Antony|Minhajuddin, Mohammad",Univ Rochester|Univ Rochester,6,SHOCK,1073-2322,1540-0514
WOS:000345248300018,2014,Granule cargo release from bone marrow-derived cells sustains cardiac hypertrophy,"Yang, Fanmuyi|Smyth, Susan S.|Dong, Anping|Ahamed, Jasimuddin|Sunkara, Manjula",Lexington Vet Affairs Med Ctr|Rockefeller Univ|Univ Kentucky,1,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539
WOS:000345248600002,2014,Cell-cell interactions and bronchoconstrictor eicosanoid reduction with inhaled carbon monoxide and resolvin D1,"Shinohara, Masakazu|Kraft, Bryan D.|Serhan, Charles N.|Chiang, Nan|Choi, Augustine M. K.|Riley, Ian R.|Dalli, Jesmond|Kibi, Megumi|Piantadosi, Claude A.",Weill Cornell Med Coll|Brigham & Womens Hosp|Duke Univ|Harvard Univ|Brigham & Womens Hosp,17,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,1522-1504
WOS:000345253700006,2014,Two-color fluorescent in situ hybridization using chromogenic substrates in zebrafish,"Sumanas, Saulius|Zhao, Emma J.|Schumacher, Jennifer A.|Kofron, Matthew J.",Cincinnati Childrens Hosp Med Ctr,4,BIOTECHNIQUES,0736-6205,1940-9818
WOS:000345254500015,2014,Multiple Simultaneous Plaque Erosion in 3 Coronary Arteries,"Kutys, Robert|Virmani, Renu|Joner, Michael|Fowler, David R.|Otsuka, Fumiyuki|Sakakura, Kenichi|Zarpak, Roya|Yahagi, Kazuyuki",CVPath Inst Inc,3,JACC-CARDIOVASCULAR IMAGING,1936-878X,1876-7591
WOS:000345273700006,2014,"The Global Burden of Disease for Skin, Lung, and Bladder Cancer Caused by Arsenic in Food","Barchowsky, Aaron|Wu, Felicia|Oberoi, Shilpi",Michigan State Univ|Univ Pittsburgh|Univ Pittsburgh,23,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,1055-9965,1538-7755
WOS:000345280800002,2014,"The central importance of the cytoskeleton for increased cell stiffness in cardiovascular disease. Focus on ""Diabetes increases stiffness of live cardiomyocytes measured by atomic force microscopy nanoindentation""","Meininger, Gerald A.",Univ Missouri|Univ Missouri,3,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,0363-6143,1522-1563
WOS:000345283800009,2014,Cross Talk of Combined Gene and Cell Therapy in Ischemic Heart Disease Role of Exosomal MicroRNA Transfer,"Kodo, Kazuki|Dey, Devaveena|Huang, Mei|Lee, Won Hee|Ong, Sang-Ging|Sanchez-Freire, Veronica|Gold, Joseph D.|Wu, Joseph C.",Stanford Univ|Stanford Univ|Stanford Univ|Stanford Univ,62,CIRCULATION,0009-7322,1524-4539
WOS:000345283800011,2014,"Cardiac Tissue Slice Transplantation as a Model to Assess Tissue-Engineered Graft Thickness, Survival, and Function","Shen, Qi|Gold, Joseph D.|Wu, Joseph C.|Riegler, Johannes|Gillich, Astrid",Stanford Univ|Stanford Univ|Stanford Univ|Stanford Univ,13,CIRCULATION,0009-7322,1524-4539
WOS:000345335000055,2014,KRIT1 Protein Depletion Modifies Endothelial Cell Behavior via Increased Vascular Endothelial Growth Factor (VEGF) Signaling,"Glading, Angela J.|Kuebel, Julia M.|DiStefano, Peter V.|Sarelius, Ingrid H.",Univ Rochester,10,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000345335500035,2014,Regulation of Inflammatory Phenotype in Macrophages by a Diabetes-Induced Long Noncoding RNA,"Bhatt, Kirti|Chen, Zhuo|Park, Jung Tak|Wang, Mei|Lanting, Linda|Zhang, Qiang|Leung, Amy|Wu, Xiwei|Putta, Sumanth|Saetrom, Pal|Devaraj, Sridevi|Natarajan, Rama|Reddy, Marpadga A.",Texas Childrens Hosp|Baylor Coll Med|Norwegian Univ Sci & Technol|Norwegian Univ Sci & Technol|Norwegian Univ Sci & Technol|City Hope Natl Med Ctr|City Hope Natl Med Ctr,36,DIABETES,0012-1797,1939-327X
WOS:000345427100024,2014,Neuropilin regulation of angiogenesis,"Ruhrberg, Christiana|Lampropoulou, Anastasia",UCL,20,BIOCHEMICAL SOCIETY TRANSACTIONS,0300-5127,1470-8752
WOS:000345504900008,2014,Leukocyte Migration into Inflamed Tissues,"Nourshargh, Sussan|Alon, Ronen",Weizmann Inst Sci|Queen Mary Univ London,122,IMMUNITY,1074-7613,1097-4180
WOS:000345626400015,2014,Deep Proteomic Evaluation of Primary and Cell Line Motoneuron Disease Models Delineates Major Differences in Neuronal Characteristics,"Mann, Matthias|Hornburg, Daniel|Drepper, Carsten|Butter, Falk|Meissner, Felix|Sendtner, Michael",Inst Mol Biol|Inst Clin Neurobiol|Univ Hosp Wuerzburg|Max Planck Inst Biochem,19,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,1535-9484
WOS:000345626400017,2014,Copy Number Analysis of the Murine Platelet Proteome Spanning the Complete Abundance Range,"Mann, Matthias|Zeiler, Marlis|Moser, Markus",Max Planck Inst Biochem|Max Planck Inst Biochem,27,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,1535-9484
WOS:000345626400022,2014,"A ""Proteomic Ruler"" for Protein Copy Number and Concentration Estimation without Spike-in Standards","Cox, Juergen|Mann, Matthias|Hein, Marco Y.|Wisniewski, Jacek R.",Max Planck Inst Biochem,85,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,1535-9484
WOS:000345626400038,2014,"The Q Exactive HF, a Benchtop Mass Spectrometer with a Pre-filter, High-performance Quadrupole and an Ultra-high-field Orbitrap Analyzer","Scheltema, Richard Alexander|Mann, Matthias|Denisov, Eduard|Hornburg, Daniel|Lange, Oliver|Hauschild, Jan-Peter|Makarov, Alexander|Damoc, Eugen|Kuehn, Andreas",Thermo Fisher Sci Bremen GmbH|Max Planck Inst Biochem,95,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,1535-9484
WOS:000345723600006,2014,Mineralocorticoid receptors in immune cells: Emerging role in cardiovascular disease,"Alcaide, Pilar|Bene, Nicholas C.|Jaffe, Iris Z.|Wortis, Henry H.",Tufts Med Ctr|Tufts Univ|Tufts Univ,20,STEROIDS,0039-128X,1878-5867
WOS:000345806900005,2014,Role of soluble epoxide hydrolase in age-related vascular cognitive decline,"Quinn, Joseph F.|Grafe, Marjorie R.|Alkayed, Nabil J.|Borkar, Rohan N.|Woltjer, Randy L.|Silbert, Lisa C.|Nelson, Jonathan W.|Young, Jennifer M.",Oregon Hlth & Sci Univ|Oregon Hlth & Sci Univ|Oregon Hlth & Sci Univ|Oregon Hlth & Sci Univ,11,PROSTAGLANDINS & OTHER LIPID MEDIATORS,1098-8823,2212-196X
WOS:000345817900011,2014,Antiangiogenic VEGF-A in peripheral artery disease,"Boucher, Joshua M.|Bautch, Victoria L.",Univ N Carolina|Univ N Carolina|Univ N Carolina,3,NATURE MEDICINE,1078-8956,1546-170X
WOS:000345818700001,2014,Stretching the boundaries of extracellular matrix research FOREWORD,"Hynes, Richard O.",MIT,18,NATURE REVIEWS MOLECULAR CELL BIOLOGY,1471-0072,1471-0080
WOS:000345818700010,2014,Mechanotransduction and extracellular matrix homeostasis,"Schwartz, Martin A.|Humphrey, Jay D.|Dufresne, Eric R.",Yale Univ|Yale Univ|Yale Univ|Yale Univ,217,NATURE REVIEWS MOLECULAR CELL BIOLOGY,1471-0072,1471-0080
WOS:000345856300022,2014,Cell-Type-Resolved Quantitative Proteomics of Murine Liver,"Azimifar, S. Babak|Nagaraj, Nagarjuna|Cox, Juergen|Mann, Matthias",Max Planck Inst Biochem,34,CELL METABOLISM,1550-4131,1932-7420
WOS:000345878200005,2014,Notch signaling governs phenotypic modulation of smooth muscle cells,"Lin, Cho-Hao|Lilly, Brenda",Ohio State Univ,6,VASCULAR PHARMACOLOGY,1537-1891,1879-3649
WOS:000345953300002,2014,Blood Vascular Abnormalities in Rasa1(R780Q) Knockin Mice Implications for the Pathogenesis of Capillary Malformation-Arterio venous Malformation,"Bauler, Timothy J.|Lubeck, Beth A.|Lapinski, Philip E.|King, Philip D.|Saunders, Thomas L.|Hughes, Elizabeth D.|Oliver, Jennifer A.",Univ Michigan|Univ Michigan|Univ Michigan,7,AMERICAN JOURNAL OF PATHOLOGY,0002-9440,1525-2191
WOS:000346019900006,2014,An acute rise in intraluminal pressure shifts the mediator of flow-mediated dilation from nitric oxide to hydrogen peroxide in human arterioles,"Beyer, Andreas M.|Phillips, Shane A.|Gutterman, David D.|Gamblin, T. Clark|Durand, Matthew J.|Hockenberry, Joseph",Med Coll Wisconsin|Univ Illinois|Med Coll Wisconsin,22,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539
WOS:000346077600034,2014,A Role for Versican in the Development of Leiomyosarcoma,"van de Rijn, Matt|Edris, Badreddin|Rubin, Brian P.|Lemire, Joan M.|Bressler, Steven L.|Keire, Paul A.|Rahmani, Maziar|McManus, Bruce M.|Wight, Thomas N.",Univ British Columbia|St Pauls Hosp|Stanford Univ|Univ Washington|Virginia Mason,13,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000346089300006,2014,Conditional deletion of p53 and Rb in the renin-expressing compartment of the pancreas leads to a highly penetrant metastatic pancreatic neuroendocrine carcinoma,"Jones, C. A.|Sexton, S.|Glenn, S. T.|Levea, C. M.|Caraker, S. M.|Hajduczok, G.|Gross, K. W.",SUNY Buffalo|IDEXX RADIL|Roswell Pk Canc Inst|Roswell Pk Canc Inst|Roswell Pk Canc Inst,6,ONCOGENE,0950-9232,1476-5594
WOS:000346126400003,2014,Multivessel Giant Coronary Artery Aneurysms in an Adult With an Acute Coronary Syndrome: Latent Finding of Kawasaki Disease,"Leopold, Jane A.|Kaneko, Tsuyoshi|Newburger, Jane W.",Harvard Univ|Harvard Univ|Harvard Univ|Harvard Univ,0,JOURNAL OF INVASIVE CARDIOLOGY,1042-3931,1557-2501
WOS:000346126400007,2014,Insights Into Very Late Stent Thrombosis From the Wisdom of Pathology,"Virmani, Renu|Yahagi, Kazuyuki|Joner, Michael",CVPath Inst Inc,3,JOURNAL OF INVASIVE CARDIOLOGY,1042-3931,1557-2501
WOS:000346241300005,2015,Carotid duplex criteria for patients with contralateral occlusion,"Veeraswamy, Ravi|Rajani, Ravi|Duwaryi, Yazan|Reeves, James G.|Itum, Dina S.|Brewster, Luke P.|Dodson, Thomas F.|Preiss, Joshua E.|Salam, Atef",Atlanta VA Med Ctr|Atlanta VA Med Ctr|Univ Texas SW Med Ctr Dallas|Emory Univ,0,JOURNAL OF SURGICAL RESEARCH,0022-4804,1095-8673
WOS:000346341600009,2014,Distinct roles of L- and T-type voltage-dependent Ca2+ channels in regulation of lymphatic vessel contractile activity,"Lee, Stewart|Roizes, Simon|von der Weid, Pierre-Yves",Univ Calgary|Univ Calgary,14,JOURNAL OF PHYSIOLOGY-LONDON,0022-3751,1469-7793
WOS:000346345200002,2015,Impaired glucose tolerance alters functional ability of peripheral blood-derived mononuclear cells in Asian Indian men,"Tej, Mallu Abhiram Charan|Rangan, Shreyas|Mohan, Viswanathan|Harish, Ranjani|Anand, Setty B.|Dixit, Madhulika|Nathan, Abel Arul|Chitiprolu, Maneka",Madurai Kamaraj Univ|Dr Mohans Diabet Specialties Ctr|MDEF|Indian Inst Technol,1,DIABETES & VASCULAR DISEASE RESEARCH,1479-1641,1752-8984
WOS:000346406300011,2014,Trying to harness the potential of HDL: wishful thinking or sound strategy?,"Fogelman, Alan M.",Univ Calif Los Angeles,3,EUROPEAN HEART JOURNAL,0195-668X,1522-9645
WOS:000346455900018,2014,Microfluidic organs-on-chips,"Bhatia, Sangeeta N.|Ingber, Donald E.",Harvard Univ|Harvard Univ|Boston Childrens Hosp|Boston Childrens Hosp|Harvard Univ|Brigham & Womens Hosp|Broad Inst|MIT|MIT,432,NATURE BIOTECHNOLOGY,1087-0156,1546-1696
