id,pubyear,titles,author,affiliated,wos_total,journal,issns,eissns
WOS:000364621200015,2015,PAR1 signaling regulates the retention and recruitment of EPCR-expressing bone marrow hematopoietic stem cells,"Ludin, Aya|Itkin, Tomer|Chakrabarty, Sagarika|Kollet, Orit|Graf, Claudine|Lapidot, Tsvee|Ruf, Wolfram|Esmon, Charles T.|Sagi, Irit|Erez, Ayelet|Porat, Ziv|Niemeyer, Elisabeth|Wong, Eitan|Ledergor, Guy|Kalinkovich, Alexander|Golan, Karin|Gur-Cohen, Shiri",Univ Oklahoma|Univ Oklahoma|Univ Oklahoma|Weizmann Inst Sci|Univ Lubeck|Weizmann Inst Sci|Tel Aviv Univ|Johannes Gutenberg Univ Med Ctr|Scripps Res Inst|Weizmann Inst Sci,30,NATURE MEDICINE,1078-8956,1546-170X
WOS:000364692700007,2015,Optimization of Pathogen Capture in Flowing Fluids with Magnetic Nanoparticles,"Watters, Alexander L.|Domansky, Karel|Super, Michael|Rodas, Melissa J.|Stone, Howard A.|Ingber, Donald E.|Um, Eujin|Diaz, Alexander|Driscoll, Harry|Kang, Joo H.",Harvard Univ|Boston Childrens Hosp|Princeton Univ|Harvard Univ|Harvard Univ,10,SMALL,1613-6810,1613-6829
WOS:000364794000018,2015,Histone Deacetylase 3 Coordinates Deacetylase-independent Epigenetic Silencing of Transforming Growth Factor-beta 1 (TGF-beta 1) to Orchestrate Second Heart Field Development,"Trivedi, Chinmay M.|Janardhan, Harish P.|Lewandowski, Sara L.",Univ Massachusetts,10,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000364801400013,2015,Wnt4 is essential to normal mammalian lung development,"Cleaver, Ondine|Marty-Santos, Leilani|Braitsch, Caitlin|Wylie, Lyndsay A.|Villasenor, Alethia|Caprioli, Arianna|Fu, Stephen|Meadows, Stryder M.|Carroll, Thomas J.|Barry, David|Karner, Courtney M.",Tulane Univ|Washington Univ|Univ Texas SW Med Ctr Dallas|Univ N Carolina|Max Planck Inst Heart & Lung Res|Marymount Univ,5,DEVELOPMENTAL BIOLOGY,0012-1606,1095-564X
WOS:000364824000018,2015,Quantum dot multiplexing for the profiling of cellular receptors,"Li, Peter|Lee-Montiel, Felipe T.|Imoukhuede, P. I.",Atlas Wearables|Univ Illinois,6,NANOSCALE,2040-3364,2040-3372
WOS:000364828900023,2015,A Human Interactome in Three Quantitative Dimensions Organized by Stoichiometries and Abundances,"Gak, Igor A.|Hein, Marco Y.|Poser, Ina|Cox, Juergen|Nagaraj, Nagarjuna|Toyoda, Yusuke|Weisswange, Ina|Mansfeld, Joerg|Buchholz, Frank|Hyman, Anthony A.|Mann, Matthias|Hubner, Nina C.",Eupheria Biotech GmbH|Tech Univ Dresden|Cell Cycle|Max Planck Inst Mol Cell Biol & Genet|Max Planck Inst Biochem,147,CELL,0092-8674,1097-4172
WOS:000364836800007,2015,Caveolin-1 scaffolding domain residue phenylalanine 92 modulates Akt signaling,"Trane, Andy E.|Hiob, Matti A.|Bernatchez, Pascal|Pavlov, Dmitri|Uy, Tanya",Univ Sydney|Univ British Columbia|St Pauls Hosp,4,EUROPEAN JOURNAL OF PHARMACOLOGY,0014-2999,1879-0712
WOS:000364896000009,2015,Macrophage migration inhibitory factor promotes expression of GLUT4 glucose transporter through MEF2 and Zac1 in cardiomyocytes,"Zheng, Xilong|Fu, Yongheng|Shan, Zhixin|Yu, Xiyong|Wu, Shulin|Yang, Min|Zhu, Wensi|Liang, Yeyou|Yuan, Weiwei|Deng, Chunyu|Zou, Xiao|Lin, Qiuxiong|Zhu, Jiening",Univ Calgary|Guangdong Gen Hosp|Southern Med Univ,5,METABOLISM-CLINICAL AND EXPERIMENTAL,0026-0495,1532-8600
WOS:000365052000021,2015,Characterization of cerebral microvasculature in transgenic mice with endothelium targeted over-expression of GTP-cyclohydrolase I,"Katusic, Zvonimir S.|Santhanam, Anantha Vijay R.|d'Uscio, Livius V.",Mayo Clin|Mayo Clin,0,BRAIN RESEARCH,0006-8993,1872-6240
WOS:000365064100002,2015,De-novo collateral formation following acute myocardial infarction: Dependence on CCR2(+) bone marrow cells,"Faber, James E.|Zhang, Hua",Univ N Carolina|Univ N Carolina,5,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000365064100020,2015,Cardiomyocytes induce macrophage receptor shedding to suppress phagocytosis,"Lomasney, Jon|Zhang, Shuang|Morrow, John|Thorp, Edward B.|Yeap, Xin-Yi|Grigoryeva, Lubov|Dehn, Shirley|DeBerge, Matthew|Tye, Michael|Rostlund, Emily|Schrijvers, Dorien|Zhang, Zheng Jenny|Tourtellotte, Warren G.|Sumagin, Ronen|Lee, Daniel",Northwestern Univ|Univ Antwerp|Columbia Univ|Columbia Univ|Northwestern Univ,4,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584
WOS:000365141400001,2015,Catheter-Based Therapies for Patients With Medication-Refractory Pulmonary Arterial Hypertension,"Leopold, Jane A.",Harvard Univ,0,CIRCULATION-CARDIOVASCULAR INTERVENTIONS,1941-7640,1941-7632
WOS:000365157800009,2015,A novel assay uncovers an unexpected role for SR-BI in LDL transcytosis,"Levy, Andrew S.|Lee, Warren L.|Armstrong, Susan M.|Sugiyama, Michael G.|Fung, Karen Y. Y.|Gao, Yizhuo|Wang, Changsen|Azizi, Paymon|Roufaiel, Mark|Heit, Bryan|Cybulsky, Myron I.|Zhu, Su-Ning|Neculai, Dante|Yin, Charles|Bolz, Steffen-Sebastian|Seidah, Nabil G.",Univ Toronto|Univ Toronto|Montreal Diabet Res Ctr|Univ Western Ontario|Hosp Sick Children|Toronto Gen Res Inst|Univ Toronto|Univ Toronto|St Michaels Hosp,15,CARDIOVASCULAR RESEARCH,0008-6363,1755-3245
WOS:000365187500014,2015,Smooth muscle CaMKII delta promotes allergen-induced airway hyperresponsiveness and inflammation,"Sun, Li-Yan|Liu, Yongfeng|Singer, Harold A.|Gonzalez-Cobos, Jose C.|Backs, Johannes|Spinelli, Amy M.|Trebak, Mohamed",German Ctr Cardiovasc Res DZHK|Heidelberg Univ|Albany Med Coll,3,PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,0031-6768,1432-2013
WOS:000365233200005,2015,Anti-metastatic action of FAK inhibitor OXA-11 in combination with VEGFR-2 signaling blockade in pancreatic neuroendocrine tumors,"Gebre, Matthew|Alonso-Camino, Vanesa|Chen, Debbie|Epstein, David|McDonald, Donald M.|Moen, Ingrid",Duke NUS Grad Med Sch|Univ Bergen|Univ Calif San Francisco|Univ Calif San Francisco,6,CLINICAL & EXPERIMENTAL METASTASIS,0262-0898,1573-7276
WOS:000365234500006,2015,Smooth muscle cell progenitors are primed to muscularize in pulmonary hypertension,"Rosas, Ivan O.|Adams, Ralf H.|Misra, Ashish|Greif, Daniel M.|Sheikh, Abdul Q.",Univ Munster|Max Planck Inst Mol Biomed|Harvard Univ|Yale Univ,13,SCIENCE TRANSLATIONAL MEDICINE,1946-6234,1946-6242
WOS:000365322300013,2015,Mitochondrial specialization revealed by single muscle fiber proteomics: focus on the Krebs cycle,"Murgia, M.|Schiaffino, S.|Reggiani, C.|Kostrominova, T. Y.|Mann, M.",Univ Copenhagen|Max Planck Inst Biochem|CNR|Univ Padua|Venetian Inst Mol Med,5,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,0905-7188,1600-0838
WOS:000365324200005,2015,Vascularisation of the central nervous system,"Tata, Mathew|Ruhrberg, Christiana|Fantin, Alessandro",UCL,10,MECHANISMS OF DEVELOPMENT,0925-4773,1872-6356
WOS:000365386100001,2015,Angiogenesis Revisited: An Overlooked Role of Endothelial Cell Metabolism in Vessel Sprouting,"Dewerchin, Mieke|Vandekeere, Saar|Carmeliet, Peter",Katholieke Univ Leuven|VIB,18,MICROCIRCULATION,1073-9688,1549-8719
WOS:000365458600021,2015,Cell type- and brain region-resolved mouse brain proteome,"Philips, Mari-Anne|Cantuti, Ludovico|Kongi, Karina|Manrique-Hoyos, Natalia|Tyanova, Stefka|Kannaiyan, Nirmal|Bergner, Caroline G.|Schmitt, Sebastian|Sharma, Kirti|Simons, Mikael|Mann, Matthias|Rossner, Moritz J.|Hanisch, Uwe-Karsten",Univ Gottingen|Univ Tartu|Univ Munich|Univ Gottingen|Max Planck Inst Expt Med|Max Planck Inst Biochem,87,NATURE NEUROSCIENCE,1097-6256,1546-1726
WOS:000365481800004,2015,Histone Deacetylase Inhibition and I kappa B Kinase/Nuclear Factor-kappa B Blockade Ameliorate Microvascular Proinflammatory Responses Associated With Hemorrhagic Shock/Resuscitation in Mice,"Aslan, Adnan|Li, Ranran|Yan, Rui|Jongman, Rianne M.|Moser, Jill|Zwiers, Peter J.|Moorlag, Henk E.|Zijlstra, Jan G.|Molema, Grietje|van Meurs, Matijs",Univ Groningen|Univ Groningen|Univ Groningen,5,CRITICAL CARE MEDICINE,0090-3493,1530-0293
WOS:000365517400001,2015,"Disturbed Flow Induces Autophagy, but Impairs Autophagic Flux to Perturb Mitochondrial Homeostasis","Li, Rongsong|Fang, Karen|Lee, Juhyun|Lee, Katherine|Wang, Sky|Zhou, Bill|Vergnes, Laurent|Chen, Yun-Ru|Li, Zhaoping|Quigley, Katherine|Hsiai, Tzung K.|Jen, Nelson|Wu, Lan|Reue, Karen|Ann, David K.",Univ Calif Los Angeles|City Hope Natl Med Ctr|Univ Calif Los Angeles|Univ Calif Los Angeles|Univ Calif Los Angeles,8,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716
WOS:000365529400015,2016,Sustained Inhibition of Proliferative Response After Transient FGF Stimulation Is Mediated by Interleukin 1 Signaling,"Kacer, Doreen|Poole, Ashleigh|Prudovsky, Igor|Tarantini, Francesca|Cooper, Emily",Univ Florence|Maine Med Ctr,0,JOURNAL OF CELLULAR PHYSIOLOGY,0021-9541,1097-4652
WOS:000365534400023,2015,Shear-Activated Nanoparticle Aggregates Combined With Temporary Endovascular Bypass to Treat Large Vessel Occlusion,"Puri, Ajit S.|Bronstein, Ben R.|Chueh, Ju-Yu|Ingber, Donald E.|Wakhloo, Ajay K.|Gounis, Matthew J.|Korin, Netanel|Marosfoi, Miklos G.|Bhatta, Deen|Kanapathipillai, Mathumai|Johnson, Chris|Brooks, Olivia W.|Papa, Anne-Laure|Langan, Erin T.|Vedantham, Srinivasan|Uzun, Oktay",Harvard Univ|Harvard Univ|Boston Childrens Hosp|Technion Israel Inst Technol|Harvard Univ|Univ Massachusetts,9,STROKE,0039-2499,1524-4628
WOS:000365574600002,2015,Effect Size Does Matter The Long Road to Mechanistic Insight From Genome-Wide Association,"Pollak, Martin R.|MacRae, Calum A.",Beth Israel Deaconess Med Ctr|Harvard Univ|Brigham & Womens Hosp,3,CIRCULATION,0009-7322,1524-4539
WOS:000365594100005,2015,Epigenetic Control of Smooth Muscle Cell Identity and Lineage Memory,"Gomez, Delphine|Swiatlowska, Pamela|Owens, Gary K.",Univ Virginia|Univ Virginia,9,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000365594100016,2015,Epac1 Deficiency Attenuated Vascular Smooth Muscle Cell Migration and Neointimal Formation,"Yokoyama, Utako|Sata, Masataka|Okumura, Satoshi|Kubota, Tetsuo|Fujita, Takayuki|Umemura, Masanari|Kurotaki, Daisuke|Ishige, Rina|Yanai, Chiharu|Tamura, Tomohiko|Kato, Yuko|Ishikawa, Yoshihiro",Univ Tokushima|Tsurumi Univ|Tokyo Med & Dent Univ|Yokohama City Univ|Yokohama City Univ,7,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000365603000007,2015,Fibulin-5 Blocks Microenvironmental ROS in Pancreatic Cancer,"Topalovski, Mary|Toombs, Jason E.|Wright, Christopher M.|Moore, Zachary R.|Boothman, David A.|Yanagisawa, Hiromi|Wang, Huamin|Witkiewicz, Agnieszka|Castrillon, Diego H.|Brekken, Rolf A.|Wang, Miao",Univ Texas SW Med Ctr Dallas|Univ Texas SW Med Ctr Dallas|Univ Texas SW Med Ctr Dallas|Univ Texas MD Anderson Canc Ctr|Univ Texas SW Med Ctr Dallas|Univ Texas SW Med Ctr Dallas|Univ Texas SW Med Ctr Dallas,10,CANCER RESEARCH,0008-5472,1538-7445
WOS:000365636800009,2015,Machine Learning-based Classification of Diffuse Large B-cell Lymphoma Patients by Their Protein Expression Profiles,"Deeb, Sally J.|Mann, Matthias|Cox, Juergen|Schmidt-Supprian, Marc|Hummel, Michael|Tyanova, Stefka",Tech Univ Munich|Charite|Max Planck Inst Biochem|Max Planck Inst Biochem,16,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,1535-9484
WOS:000365831300007,2015,Motif mimetic of epsin perturbs tumor growth and metastasis,"Pasula, Satish|Srinivasan, R. Sathish|Hahn, Scott|McManus, John|Chang, Baojun|Liu, Xiaolei|Cai, Xiaofeng|Tessneer, Kandice L.|Boerboom, Derek|Chen, Hong|Liu, Yanjun|Rahman, H. N. Ashiqur|Wu, Hao|Dong, Yunzhou|Mehta-D'Souza, Padmaja|Song, Hoogeun|Njoku, Charity|Saunders, Debra|Silasi-Mansat, Robert|Song, Kai|Xia, Lijun|Yu, Lili|McEver, Rodger P.|Lupu, Florea|Towner, Rheal|Brophy, Megan L.|Dong, Jiali",Univ Montreal|Oklahoma Med Res Fdn|Univ Oklahoma|Univ Calif Los Angeles|Oklahoma Med Res Fdn,4,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000365905900017,2015,Metabolic reprogramming and inflammation act in concert to control vascular remodeling in hypoxic pulmonary hypertension,"El Kasmi, Karim C.|Stenmark, Kurt R.|Tuder, Rubin M.",Univ Colorado|Univ Colorado|Univ Colorado|Univ Colorado,15,JOURNAL OF APPLIED PHYSIOLOGY,8750-7587,1522-1601
WOS:000366122600002,2015,Sample preparation for high-resolution 3D confocal imaging of mouse skeletal tissue,"Adams, Ralf H.|Starsichova, Andrea|Ramasamy, Saravana K.|Kusumbe, Anjali P.",Univ Munster|Max Planck Inst Mol Biomed,8,NATURE PROTOCOLS,1754-2189,1750-2799
WOS:000366148800005,2015,Arsenic induces structural and compositional colonic microbiome change and promotes host nitrogen and amino acid metabolism,"Hazen, Stanley L.|Shiva, Sruti|Stolz, Donna B.|Bibby, Kyle J.|Stachler, Elyse N.|Dudash, Mark|Stolz, John F.|Patterson, Jena|Dheer, Rishu|Barchowsky, Aaron|Wang, Zeneng",Univ Pittsburgh|Cleveland Clin|Univ Pittsburgh|Univ Pittsburgh|Univ Pittsburgh|Univ Pittsburgh|Duquesne Univ,10,TOXICOLOGY AND APPLIED PHARMACOLOGY,0041-008X,1096-0333
WOS:000366151800041,2015,Parallel Accumulation-Serial Fragmentation (PASEF): Multiplying Sequencing Speed and Sensitivity by Synchronized Scans in a Trapped Ion Mobility Device,"Mann, Matthias|Meier, Florian|Beck, Scarlet|Grassl, Niklas|Lubeck, Markus|Park, Melvin A.|Raether, Oliver",Bruker Daltonics Inc|Bruker Daltonik GmbH|Max Planck Inst Biochem,9,JOURNAL OF PROTEOME RESEARCH,1535-3893,1535-3907
WOS:000366196200010,2015,Nox Inhibitors & Therapies: Rational Design of Peptidic and Small Molecule Inhibitors,"Meijles, Daniel N.|Cifuentes-Pagano, M. Eugenia|Pagano, Patrick J.",Univ Pittsburgh|Univ Pittsburgh,4,CURRENT PHARMACEUTICAL DESIGN,1381-6128,1873-4286
WOS:000366254800003,2016,Nox and Inflammation in the Vascular Adventitia,"Pagano, Patrick J.|Meijles, Daniel N.",Univ Pittsburgh,7,HYPERTENSION,0194-911X,1524-4563
WOS:000366316400006,2015,Ubiquitylation of CD98 limits cell proliferation and clonal expansion,"Chang, John T.|Cantor, Joseph M.|Ginsberg, Mark H.|Metz, Patrick J.|Ablack, Jailal N. G.",Univ Calif San Diego,5,JOURNAL OF CELL SCIENCE,0021-9533,1477-9137
WOS:000366365700008,2015,Venous-derived angioblasts generate organ-specific vessels during zebrafish embryonic development,"Mayseless, Oded|Hen, Gideon|Yaniv, Karina|Lawson, Nathan D.|Tiso, Natascia|Almog, Gabriella|Hofi, Roy|Busolin, Giorgia|Shin, Masahiro|Asaf, Lihee|Nicenboim, Julian",Univ Padua|Univ Massachusetts|Weizmann Inst Sci,11,DEVELOPMENT,0950-1991,1477-9129
WOS:000366365700017,2015,Neuropilin 1 balances beta 8 integrin-activated TGF beta signaling to control sprouting angiogenesis in the brain,"McCarty, Joseph H.|Rivera, Gonzalo M.|Wagner, Daniel S.|Oh, S. Paul|Lee, Hye Shin|Morales, John E.|Tang, Leung K.|Clements, Thomas P.|Hirota, Shinya",Univ Florida|Texas A&M Univ|Rice Univ|Univ Texas MD Anderson Canc Ctr,12,DEVELOPMENT,0950-1991,1477-9129
WOS:000366395300003,2015,Driving change: kidney proximal tubule CSF-1 polarizes macrophages,"Okusa, Mark D.|Perry, Heather M.",Univ Virginia|Univ Virginia,0,KIDNEY INTERNATIONAL,0085-2538,1523-1755
WOS:000366492300013,2015,Further evidence that high-density lipoprotein is a chameleon-like lipoprotein,"Fogelman, Alan M.",Univ Calif Los Angeles,4,EUROPEAN HEART JOURNAL,0195-668X,1522-9645
WOS:000366617500051,2015,"Letter to the editor on ""Exposure to hazardous air pollutants and the risk of amyotrophic lateral sclerosis""","Heiman-Patterson, Terry|Malek, Angela M.|Lacomis, David|Rana, Sandeep|Youk, Ada|Talbott, Evelyn O.|Barchowsky, Aaron|Bowser, Robert",Univ Pittsburgh|Univ Pittsburgh|Temple Univ|Univ Pittsburgh|Univ Pittsburgh|Drexel Univ|St Josephs Hosp|St Josephs Hosp|Univ Pittsburgh|Med Univ S Carolina,0,ENVIRONMENTAL POLLUTION,0269-7491,1873-6424
WOS:000366618400021,2015,A novel mouse model of thromboembolic stroke,"Offner, Halina|Chen, Yingxin|Zhu, Wenbin|Zhang, Wenri|Libal, Nicole|Murphy, Stephanie J.|Alkayed, Nabil J.",Portland VA Med Ctr|Oregon Hlth & Sci Univ|Oregon Hlth & Sci Univ|Oregon Hlth & Sci Univ,6,JOURNAL OF NEUROSCIENCE METHODS,0165-0270,1872-678X
WOS:000366737500007,2015,Skeletal Muscle Response to Endurance Training in IL-6(-/-) Mice,"Ventura-Clapier, R.|Onopiuk, M.|Rog, J.|Kaminski, K.|Chlopicki, S.|Zoladz, J. A.|Wojewoda, M.|Majerczak, J.|Kmiecik, K.|Fortin, D.",Jagiellonian Univ|Med Univ Bialystok|M Nencki Inst Expt Biol|Univ Paris 11|Univ Sch Phys Educ|Jagiellonian Univ,3,INTERNATIONAL JOURNAL OF SPORTS MEDICINE,0172-4622,1439-3964
WOS:000366916700014,2016,The many faces of Mac-1 in autoimmune disease,"Mayadas, Tanya N.|Rosetti, Florencia",Harvard Univ|Inst Nacl Ciencias Med & Nutr Salvador Zubiran,16,IMMUNOLOGICAL REVIEWS,0105-2896,1600-065X
WOS:000366926800016,2015,TRPC6 is the endothelial calcium channel that regulates leukocyte transendothelial migration during the inflammatory response,"Weber, Evan W.|Han, Fei|Tauseef, Mohammad|Birnbaumer, Lutz|Mehta, Dolly|Muller, William A.",NIEHS|Univ Illinois|Northwestern Univ,18,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,1540-9538
WOS:000366954500010,2015,CD99-like 2 (CD99L2)-deficient mice are defective in the acute inflammatory response,"Rutledge, Nakisha S.|Park, Seong Hoe|Tourtellotte, Warren G.|Winger, Ryan|Weber, Evan W.|Muller, William A.",Seoul Natl Univ|Northwestern Univ|Northwestern Univ,0,EXPERIMENTAL AND MOLECULAR PATHOLOGY,0014-4800,1096-0945
WOS:000366955500007,2015,Identifying Novel Biomarkers in Sarcoidosis Using Genome - Based Approaches,"Garcia, Joe G. N.|Zhou, Tong|Casanova, Nancy|Knox, Kenneth S.",Univ Arizona|Univ Arizona|Univ Arizona,2,CLINICS IN CHEST MEDICINE,0272-5231,1557-8216
WOS:000367000000006,2016,Myeloid-Derived Vascular Endothelial Growth Factor and Hypoxia-Inducible Factor Are Dispensable for Ocular Neovascularization-Brief Report,"Ruhrberg, Christiana|Denti, Laura|Liyanage, Sidath E.|Villacampa, Pilar|Cristante, Enrico|Smith, Alexander J.|Ali, Robin R.|Luhmann, Ulrich F.|Fantin, Alessandro|Bainbridge, James W.|Lange, Clemens A.",UCL|UCL,6,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000367000000017,2016,Hypoxia-Inducible Factor 1 alpha Is a Critical Downstream Mediator for Hypoxia-Induced Mitogenic Factor (FIZZ1/RELM alpha)-Induced Pulmonary Hypertension,"Zhang, Ailan|Johns, Roger A.|Meuchel, Lucas W.|Elsaigh, Esra|Takimoto, Eiki|Heller, Nicola M.|Semenza, Gregg L.|Yamaji-Kegan, Kazuyo",Johns Hopkins Med Inst|Johns Hopkins Med Inst|Johns Hopkins Med Inst|Johns Hopkins Med Inst|Johns Hopkins Med Inst|Johns Hopkins Med Inst|Johns Hopkins Med Inst,6,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000367007200129,2016,Therapeutic effects of late outgrowth endothelial progenitor cells or mesenchymal stem cells derived from human umbilical cord blood on infarct repair,"Kim, Sinyoung|Jin, Hong Lian|Kim, Sung-Whan|Yoon, Young-sup|Kim, Hyun Ok|Jang, Yangsoo|Yoo, Kyung-Jong|Kang, Seok-Min",Yonsei Univ|Yonsei Univ|Yonsei Univ|Yonsei Univ|Yonsei Univ|Catholic Kwandong Univ|Emory Univ,11,INTERNATIONAL JOURNAL OF CARDIOLOGY,0167-5273,1874-1754
WOS:000367107400018,2016,Fibrinolytic PLGA nanoparticles for slow clot lysis within abdominal aortic aneurysms attenuate proteolytic loss of vascular elastic matrix,"Sylvester, Andrew|Ramamurthi, Anand|Sivaraman, Balakrishnan",Case Western Reserve Univ|Cleveland Clin Fdn,2,MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS,0928-4931,1873-0191
WOS:000367136500048,2016,Mouse Models of Cerebral Arteriovenous Malformation,"Huang, Lawrence|Wang, Rong A.|Lawton, Michael T.|Nielsen, Corinne M.|Murphy, Patrick A.",MIT|Univ Calif San Francisco|Univ Calif San Francisco,0,STROKE,0039-2499,1524-4628
WOS:000367177200002,2015,Loss of Notch2 and Notch3 in vascular smooth muscle causes patent ductus arteriosus,"Jackson, Ashley R.|Baeten, Jeremy T.|McHugh, Kirk M.|Lilly, Brenda",Ohio State Univ|Nationwide Childrens Hosp|Ohio State Univ|Ctr Heart|Nationwide Childrens Hosp,2,GENESIS,1526-954X,1526-968X
WOS:000367256400002,2016,Biomechanics of vascular mechanosensation and remodeling,"Schwartz, Martin A.|Baeyens, Nicolas",Yale Univ|Yale Univ|Yale Univ,14,MOLECULAR BIOLOGY OF THE CELL,1059-1524,1939-4586
WOS:000367378600005,2016,Structure of the Elastin-Contractile Units in the Thoracic Aorta and How Genes That Cause Thoracic Aortic Aneurysms and Dissections Disrupt This Structure,"Karimi, Ashkan|Milewicz, Dianna M.",Univ Texas Hlth Sci Ctr Houston|Univ Florida,10,CANADIAN JOURNAL OF CARDIOLOGY,0828-282X,1916-7075
WOS:000367387100001,2016,Extracellular matrix biomimicry for the creation of investigational and therapeutic devices,"Pellowe, Amanda S.|Gonzalez, Anjelica L.",Yale Univ,4,WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY,1939-5116,1939-0041
WOS:000367410600009,2015,The actin-binding protein EPS8 binds VE-cadherin and modulates YAP localization and signaling,"Barrios-Rodiles, Miriam|Disanza, Andrea|Giampietro, Costanza|Wrana, Jeff L.|Dejana, Elisabetta|Niessen, Carien|Boggetti, Barbara|Lampugnani, Maria Grazia|Savorani, Cecilia|Scita, Giorgio|Frittoli, Emanuela|Corada, Monica|Bravi, Luca",Uppsala Univ|Ist Ric Farmacol Mario Negri|Univ Milan|Univ Milan|Univ Cologne|Univ Toronto|Mt Sinai Hosp|FIRC Inst Mol Oncol,9,JOURNAL OF CELL BIOLOGY,0021-9525,1540-8140
WOS:000367442400004,2015,Influenza-Induced Priming and Leak of Human Lung Microvascular Endothelium upon Exposure to Staphylococcus aureus,"Advani, Andrew|Krauszman, Adrienn|Tabuchi, Arata|Lee, Warren L.|Sugiyama, Michael G.|Armstrong, Susan M.|Wang, Changsen|Advani, Suzanne|Mullen, Brendan|Kuebler, Wolfgang M.",Mt Sinai Hosp|Univ Toronto|Univ Toronto|Univ Toronto|Univ Toronto|St Michaels Hosp,5,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,1044-1549,1535-4989
WOS:000367467900003,2016,Cardiovascular Tissue Engineering: Preclinical Validation to Bedside Application,"Best, Cameron|Onwuka, Ekene|Breuer, Jake|Pepper, Victoria|Breuer, Christopher|Sams, Malik",Nationwide Childrens Hosp|Ohio State Univ|Nationwide Childrens Hosp,4,PHYSIOLOGY,1548-9213,1548-9221
WOS:000367479900011,2016,Cohort of estrogen-induced microRNAs regulate adrenomedullin expression,"Wetzel-Strong, Sarah E.|Caron, Kathleen M.|Espenschied, Scott T.|Li, Manyu",Univ N Carolina|Univ N Carolina,5,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,0363-6119,1522-1490
WOS:000367561300001,2016,"Anti-inflammatory interventions-what has worked, not worked, and what may work in the future","Fattahi, Fatemeh|Ward, Peter A.",Univ Michigan,0,TRANSLATIONAL RESEARCH,1931-5244,1878-1810
WOS:000367561300015,2016,Therapeutic targeting of acute lung injury and acute respiratory distress syndrome,"Ward, Peter A.|Standiford, Theodore J.",Univ Michigan|Univ Michigan,27,TRANSLATIONAL RESEARCH,1931-5244,1878-1810
WOS:000367562600007,2015,"Synthesis of the 16S,17S-Epoxyprotectin Intermediate in the Biosynthesis of Protectins by Human Macrophages","Tungen, Jorn E.|Colas, Romain A.|Vlasakov, Iliyan|Dalli, Jesmond|Serhan, Charles N.|Hansen, Trond V.|Aursnes, Marius",Harvard Univ|Brigham & Womens Hosp|Univ Oslo,11,JOURNAL OF NATURAL PRODUCTS,0163-3864,1520-6025
WOS:000367580500012,2016,A Complementary Affair,"Loscalzo, Joseph|Wei, Kevin|Osman, Nora Y.|Mogabgab, Owen N.|Batal, Ibrahim",Harvard Univ|Brigham & Womens Hosp|Brigham & Womens Hosp|Univ Texas Southwestern Med Sch,1,NEW ENGLAND JOURNAL OF MEDICINE,0028-4793,1533-4406
WOS:000367618200010,2016,Neural crest cell-autonomous roles of fibronectin in cardiovascular development,"Astrof, Sophie|Wang, Xia",Thomas Jefferson Univ,3,DEVELOPMENT,0950-1991,1477-9129
WOS:000367618200011,2016,Pdx1 regulates pancreas tubulogenesis and E-cadherin expression,"Cleaver, Ondine|Marty-Santos, Leilani",Univ Texas SW Med Ctr Dallas,9,DEVELOPMENT,0950-1991,1477-9129
WOS:000367620400006,2015,Salt and water loss in the distal colon,"Berman, Jonathan M.|Stockand, James D.",Univ Texas Hlth Sci Ctr San Antonio,0,JOURNAL OF PHYSIOLOGY-LONDON,0022-3751,1469-7793
WOS:000367632400008,2016,Therapeutic Targets of Human AKI: Harmonizing Human and Animal AKI,"Ronco, Claudio|Kellum, John A.|Okusa, Mark D.|Rosner, Mitchell H.",Int Renal Res Inst|San Bortolo Hosp|Univ Pittsburgh|Univ Pittsburgh|Univ Virginia Hlth Syst,18,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,1046-6673,1533-3450
